x1,x2,y
2.913419888742052,5.862414117958816,5.848306577984897
4.322524429640297,5.600593418582367,7.0465088287104765
3.63970203781302,6.354743583436218,7.343216888634393
4.17478656505647,5.975033712029626,5.153818796290963
3.1162903087761404,5.470779657651259,3.2931002292941085
0.06915363636608785,4.0356539805738425,3.817874557853045
3.67750806223535,5.834893490375201,7.807590843917713
4.117771943472581,7.568465372632346,7.686486579308188
4.384047521464348,7.911374953620672,11.072086804133106
4.2839408555362954,5.657818278132482,5.928653685217991
2.0235201866125228,5.632008993459653,8.202525174389056
3.9908363479618294,8.279648507699008,8.772924754109255
1.4657184340834746,2.5192024215426363,-0.6011922559244725
1.1829983981152588,5.284941956317256,5.379204451737896
3.35563308328848,6.475630185779094,6.423767463928203
3.8639046836014224,6.842309567483611,6.540880646921039
2.919487393541254,7.373732622375533,7.183349236278027
2.0375196752035194,3.6649279327896975,3.086099827156498
3.112310964386636,5.240275196106817,4.9829103362443785
2.7423481475033094,4.915767670423924,5.3002800788471225
4.483426295395865,4.529718726811519,5.656337760618135
3.6776002991535806,6.757362306356811,6.723697392591138
2.2813787785908928,6.5677072782655115,5.414370847040729
2.452127716989304,6.2623006522594835,7.7390865326616645
4.5275206594669495,7.526309388246115,11.515926558602473
2.960058573598935,4.8530118270596425,5.649449697934214
3.384087275444754,6.747305962372402,8.859527447910885
5.23916461213194,6.12516116358139,7.473568558622153
4.7539743005340025,5.461262029222437,6.4690067740619055
4.220509884864848,7.374672167153268,8.170130058257698
5.615128742175246,7.324089914562528,9.706260882545859
4.761500830911006,7.242595663920383,6.808478096954295
2.213990407286493,5.338853110982859,2.5278503206054945
2.8236430220124715,5.183825177644044,2.8604734187181653
3.0947058204731417,7.188134894445712,7.506572280965424
3.127134850846526,4.933066128052496,7.965776917227455
3.510517865869084,6.681652582372598,5.932140686069961
1.7517858480186692,3.8345489326168964,6.597958652571224
3.963011806720543,5.209919393281387,5.6736727683778545
3.3079566416608213,7.193609019757805,9.43043735380183
2.4587684085691817,4.663603510395776,4.028781927772155
3.295591913595597,5.705344250509665,5.274708993645148
5.2282911867306385,7.670718862067882,8.224847191841494
1.448915976292271,3.6806039961628723,-0.4087418029811465
2.320890816243329,5.0431070930891195,4.026140739871256
1.8637447840132975,3.775376106484461,2.409583352537207
1.7995694263957533,3.447791541961633,3.1406602592627477
1.2465707133920136,3.2477901328555165,3.0818896571929173
3.591914877020718,5.579068080451243,5.927492125241223
3.159120432741863,4.5484438407460255,2.9265194551610185
2.2944725900552725,4.374514868176904,1.8498286267726858
2.408920930993584,6.1872720081618455,7.581556446931603
2.720358973620224,5.451796857009718,5.434851684972712
1.6790217776062597,4.265637533638214,3.1420593537836545
3.5851084840172818,5.891119747422728,6.055342668440305
3.0198323199514547,4.165563637304517,5.870915944320872
2.4465528410714255,4.424991585907643,1.463572373516088
2.8243704797857854,6.198836103945183,4.668925215739483
4.439807142095176,7.6945193503852956,8.691854896490888
1.8947537964169767,6.644309610258761,5.8763391467727075
2.5624760726627973,6.570944105289231,9.371579559867163
5.285147434494281,8.19636011623829,10.712895962364168
2.34410712594399,4.003255102720462,8.299831892444068
3.387796709996475,5.111517862842321,6.054423804906467
2.49504652265242,6.025373013031806,6.720559263378984
4.307376533311549,6.7521738785345615,9.090460798330914
5.067347818505121,6.5772626470982924,8.068571879292783
2.944427882046972,4.870586410853602,8.225387218677287
2.358941684809344,5.491981691708647,2.0914601801385917
3.5210747646185734,5.296663430934532,6.985528657560424
3.285135127446497,6.420805701363788,4.06967161144365
4.3947471682200705,7.199651309111248,8.262433706041335
2.6750127153208156,6.1811189975363074,3.1568902279604454
3.382917617574377,5.645225501709678,6.270103952112956
3.5897699034531483,4.820875191329085,6.419299993191643
2.528807259196714,4.251823766760461,7.091490102960071
3.369884879454841,5.5503040382711415,7.893995855572864
3.886553237831926,6.384016295255824,7.170204595631401
3.200547942086946,5.601624983008817,7.636814969885407
2.5139569768340837,6.299215316741879,5.755228764390559
2.4834290741077116,5.45112915321487,3.611004985005424
2.803357665569702,3.3484701396067056,1.688475853946093
3.7917235859774383,5.7269062317489166,8.787768923465666
2.7575344771875994,4.121865008325459,5.762225842707173
3.4667077554144488,4.214267240161634,7.982023011919929
1.6629297747671716,5.487580019593177,3.119318240479593
1.4829681266135861,4.796975309832462,6.26978006558609
3.6321438490266575,5.481554325329068,8.846307781315103
2.8993451332295557,4.912071094316644,8.579998131781569
2.9917348961874617,5.425484302444973,7.88942695303393
2.783289102696955,7.064779252051185,4.142391828284119
5.037915530371838,6.827017015656071,5.134665492207602
3.8297592277574326,6.126718595905633,8.438085592701864
4.514912696321676,5.344584070024156,4.254809815537255
4.713295930774786,7.321284813233498,7.751934634138295
3.9951573038944694,4.28612934939912,6.789347209029561
5.5028453416567675,8.250513413156895,7.164775380767999
3.2163076595050732,4.720027502433448,4.794720604063434
2.241640617091289,5.465491392773123,5.506041093560862
5.973465222470644,6.70655417288606,9.840341931196683
